rua,bairro,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Rua R 12,Setor Oeste,-16.6849665,-49.2749443,2197.8,-2123.21,-563.06
Rua R 13,Setor Oeste,-16.6832689,-49.2754039,2205.37,-2172.13,-374.4
Rua R 15,Setor Oeste,-16.6879947,-49.276794,2489.76,-2320.12,-899.59
Rua R 15,Setor Solar Santa Rita,-16.7215908,-49.35884,11991.74,-11054.48,-4633.22
Rua R 16,Setor Oeste,-16.6887101,-49.2751814,2362.3,-2148.45,-979.09
Rua R 17,Setor Oeste,-16.6859548,-49.2756757,2302.88,-2201.07,-672.89
Rua R 17,Setor Solar Santa Rita,-16.721817,-49.3580018,11919.26,-10965.25,-4658.36
Rua R 19,Vila Itatiaia,-16.6005825,-49.2581889,8826.24,-339.48,8814.79
Rua R 2,Setor Oeste,-16.6781188,-49.2775692,2412.14,-2402.65,197.95
Rua R 22,Vila Itatiaia,-16.5991754,-49.2591519,8987.06,-442.0,8971.16
Rua R 3,Setor Oeste,-16.6706138,-49.2328375,2576.67,2359.35,1032.0
Rua R 3,Vila Redenção,-16.6706138,-49.2328375,2576.67,2359.35,1032.0
Rua R 30,Vila Itatiaia,-16.5981783,-49.2566583,9088.76,-176.54,9081.97
Rua R 31,Vila Itatiaia,-16.5987432,-49.256502,9025.64,-159.9,9019.19
Rua R 32,Vila Itatiaia,-16.5988215,-49.255604,9015.75,-64.3,9010.49
Rua R 39,Vila Itatiaia,-16.6017079,-49.2527663,8697.82,237.79,8689.72
Rua R 5,Setor Oeste,-16.6812784,-49.2761364,2256.57,-2250.11,-153.19
Rua R 5,Setor Solar Santa Rita,-16.7187208,-49.361484,12134.85,-11335.95,-4314.27
Rua R 5,Vila Itatiaia,-16.6071312,-49.253027,8094.25,210.04,8087.01
Rua R 50,Vila Itatiaia,-16.6077049,-49.2499083,8046.04,542.05,8023.25
Rua R 6,Setor Oeste,-16.6813926,-49.2768006,2328.03,-2320.82,-165.88
Rua R 7,Setor Oeste,-16.6765787,-49.278846,2566.72,-2538.57,369.11
Rua R 8,Setor Oeste,-16.6781091,-49.2761499,2261.6,-2251.55,199.03
Rua RB 1,Jardim Bonanza,-16.65502,-49.3562973,11139.51,-10783.79,2764.99
Rua RB 1,Residencial 14 Bis,-16.6514215,-49.3508758,10692.75,-10206.63,3164.9
Rua RB 1,Residencial Recanto do Bosque,-16.6082646,-49.3158479,10269.95,-6477.68,7961.05
Rua RB 1 A,Residencial Recanto do Bosque,-16.6058735,-49.3165316,10522.76,-6550.46,8226.78
Rua RB 10,Residencial Recanto do Bosque,-16.6079002,-49.3156312,10286.9,-6454.61,8001.55
Rua RB 10 A,Residencial Recanto do Bosque,-16.6057911,-49.3140213,10365.55,-6283.22,8235.94
Rua RB 11,Residencial Recanto do Bosque,-16.6116968,-49.306371,9352.35,-5468.79,7579.62
Rua RB 11,Setor Alto do Vale,-16.615099,-49.3090936,9226.59,-5758.63,7201.53
Rua RB 11 A,Residencial Recanto do Bosque,-16.6067078,-49.3150589,10352.64,-6393.68,8134.07
Rua RB 12,Residencial Recanto do Bosque,-16.6099258,-49.3034608,9337.83,-5158.98,7776.44
Rua RB 13,Residencial Recanto do Bosque,-16.6062209,-49.3059164,9825.77,-5420.4,8188.18
Rua RB 14,Residencial Recanto do Bosque,-16.6082335,-49.3023923,9433.8,-5045.23,7964.51
Rua RB 14 A,Residencial Recanto do Bosque,-16.6077646,-49.3132036,10138.43,-6196.17,8016.62
Rua RB 15 A,Residencial Recanto do Bosque,-16.6067014,-49.3124116,10181.32,-6111.86,8134.78
Rua RB 16,Residencial Recanto do Bosque,-16.6075498,-49.3046597,9628.69,-5286.61,8040.49
Rua RB 17,Residencial Recanto do Bosque,-16.605237,-49.3033272,9769.04,-5144.76,8297.52
Rua RB 18,Residencial Recanto do Bosque,-16.602966,-49.3040285,10023.28,-5219.42,8549.9
Rua RB 18 A,Residencial Recanto do Bosque,-16.6045589,-49.3102546,10238.95,-5882.23,8372.88
Rua RB 19,Residencial Recanto do Bosque,-16.6034524,-49.3009824,9811.15,-4895.14,8495.85
Rua RB 2,Residencial Recanto do Bosque,-16.6074686,-49.3123749,10110.87,-6107.95,8049.52
Rua RB 2 A,Residencial Recanto do Bosque,-16.6044922,-49.316305,10628.5,-6526.34,8380.29
Rua RB 20,Residencial Recanto do Bosque,-16.6017221,-49.3044063,10162.38,-5259.64,8688.14
Rua RB 24,Residencial Recanto do Bosque,-16.5992089,-49.3036867,10363.87,-5183.03,8967.44
Rua RB 27,Residencial Recanto do Bosque,-16.5962391,-49.3022478,10577.25,-5029.85,9297.48
Rua RB 27 A,Residencial Recanto do Bosque,-16.6089024,-49.3085188,9738.24,-5697.44,7890.17
Rua RB 28 A,Residencial Recanto do Bosque,-16.6090733,-49.3108815,9872.56,-5948.97,7871.18
Rua RB 29 A,Residencial Recanto do Bosque,-16.6104957,-49.3110308,9756.56,-5964.86,7713.1
Rua RB 3,Residencial 14 Bis,-16.6526996,-49.3508182,10645.61,-10200.5,3022.86
Rua RB 3,Residencial Recanto do Bosque,-16.6102954,-49.3087342,9626.72,-5720.37,7735.36
Rua RB 30 A,Residencial Recanto do Bosque,-16.6121821,-49.308251,9427.79,-5668.93,7525.69
Rua RB 32 A,Residencial Recanto do Bosque,-16.6094943,-49.3074755,9619.94,-5586.38,7824.39
Rua RB 39 A,Residencial Recanto do Bosque,-16.607953,-49.3037353,9537.29,-5188.21,7995.68
Rua RB 4,Residencial Recanto do Bosque,-16.6066107,-49.3112307,10114.36,-5986.14,8144.86
Rua RB 45 A,Residencial Recanto do Bosque,-16.6049274,-49.30374,9821.49,-5188.71,8331.93
Rua RB 46 A,Residencial Recanto do Bosque,-16.6047393,-49.3031093,9803.96,-5121.56,8352.83
Rua RB 49,Residencial Recanto do Bosque,-16.6024314,-49.3045064,10100.56,-5270.29,8609.31
Rua RB 5,Residencial Recanto do Bosque,-16.6064392,-49.3076777,9910.58,-5607.9,8163.92
Rua RB 5 A,Residencial Recanto do Bosque,-16.6013999,-49.3158258,10871.34,-6475.32,8723.95
Rua RB 51 A,Residencial Recanto do Bosque,-16.5998832,-49.3038386,10307.18,-5199.2,8892.5
Rua RB 52 A,Residencial Recanto do Bosque,-16.5988558,-49.3029881,10360.96,-5108.66,9006.68
Rua RB 53 A,Residencial Recanto do Bosque,-16.5976952,-49.3023803,10441.95,-5043.96,9135.66
Rua RB 6,Residencial Recanto do Bosque,-16.6055061,-49.3098895,10130.45,-5843.36,8267.61
Rua RB 6 A,Residencial Recanto do Bosque,-16.6021896,-49.3117415,10545.63,-6040.52,8636.19
Rua RB 7 A,Residencial Recanto do Bosque,-16.6031572,-49.3127224,10518.4,-6144.94,8528.65
Rua RB 8,Residencial 14 Bis,-16.6520987,-49.3496223,10542.94,-10073.19,3089.64
Rua RB 8,Residencial Recanto do Bosque,-16.6045804,-49.3088775,10153.34,-5735.63,8370.49
Rua RBN 1,Residencial Beatriz Nascimento,-16.6977224,-49.3777093,13219.31,-13063.24,-1980.66
Rua RC 1,Residencial Campus,-16.5936096,-49.2611277,9617.24,-652.34,9589.71
Rua RC 1,Residencial Canadá,-16.7294819,-49.3411424,10703.51,-9170.45,-5510.18
Rua RC 12,Residencial Canadá,-16.7244342,-49.3464646,10927.74,-9737.03,-4949.22
Rua RC 13,Residencial Canadá,-16.724286,-49.3448953,10771.46,-9569.97,-4932.75
Rua RC 14,Residencial Canadá,-16.7238544,-49.3445564,10717.43,-9533.89,-4884.78
Rua RC 14,Residencial Real Conquista,-16.785478,-49.3830249,17991.08,-13629.13,-11733.2
Rua RC 15,Residencial Canadá,-16.7238386,-49.3466651,10916.99,-9758.38,-4883.03
Rua RC 16,Residencial Canadá,-16.7227183,-49.3483028,11018.88,-9932.72,-4758.52
Rua RC 16,Residencial Real Conquista,-16.7853589,-49.383069,17986.0,-13633.82,-11719.96
Rua RC 17,Residencial Canadá,-16.7228151,-49.3496,11148.23,-10070.82,-4769.28
Rua RC 18,Residencial Canadá,-16.7222593,-49.3492237,11085.64,-10030.76,-4707.51
Rua RC 19,Residencial Canadá,-16.7218321,-49.3489222,11036.44,-9998.66,-4660.04
Rua RC 4,Residencial Canadá,-16.7275681,-49.3419766,10672.53,-9259.25,-5297.5
Rua RC 48,Residencial Real Conquista,-16.7840373,-49.3823717,17834.04,-13559.59,-11573.09
Rua RC 5,Jardim Gramado,-16.637595,-49.2991647,6653.08,-4701.63,4701.48
Rua RC 5,Residencial Canadá,-16.7274809,-49.3427489,10739.22,-9341.47,-5287.81
Rua RC 6,Residencial Canadá,-16.7268945,-49.3431596,10745.45,-9385.19,-5222.64
Rua RC 9,Residencial Canadá,-16.7251673,-49.346056,10926.26,-9693.53,-5030.69
Rua RD 2,Residencial Dezopi,-16.6576715,-49.3679161,12279.43,-12020.69,2470.32
Rua RD 3,Residencial Dezopi,-16.6586476,-49.3680206,12268.93,-12031.82,2361.84
Rua RD 4,Residencial Dezopi,-16.6570523,-49.3687311,12378.44,-12107.45,2539.13
Rua RD 7,Residencial Dezopi,-16.6564777,-49.3687711,12395.9,-12111.71,2602.99
Rua RD 7,Residencial Pilar dos Sonhos,-16.6566978,-49.3705124,12572.25,-12297.09,2578.53
Rua RDR 1,Residencial Dom Rafael,-16.6971602,-49.3414053,9401.14,-9198.44,-1918.18
Rua RDR 3,Residencial Dom Rafael,-16.6971602,-49.3414053,9401.14,-9198.44,-1918.18
Rua RF 1,Residencial Flamingo,-16.737921,-49.325164,9872.26,-7469.44,-6448.05
Rua RH 10,Residencial Humaitá,-16.6253161,-49.2775598,6527.96,-2401.65,6066.07
Rua RH 11,Residencial Humaitá,-16.624654,-49.276959,6573.42,-2337.69,6139.65
Rua RH 12,Residencial Humaitá,-16.6239537,-49.2770225,6648.63,-2344.45,6217.48
Rua RH 3,Residencial Humaitá,-16.6238477,-49.2756962,6611.21,-2203.25,6229.26
Rua RH 4,Residencial Humaitá,-16.6242009,-49.2746706,6538.36,-2094.07,6190.01
Rua RH 6,Residencial Humaitá,-16.6265048,-49.2724699,6222.13,-1859.79,5933.97
Rua RH 7,Residencial Humaitá,-16.6276164,-49.2729002,6118.42,-1905.6,5810.43
Rua RH 8,Residencial Humaitá,-16.6263335,-49.2752435,6334.71,-2155.06,5953.0
Rua RH 9,Residencial Humaitá,-16.6260696,-49.2768192,6421.15,-2322.8,5982.33
Rua RI 1,Residencial Itaipu,-16.7913726,-49.3646842,17031.05,-11676.63,-12388.28
Rua RI 10,Residencial Itaipu,-16.7897612,-49.3706483,17346.09,-12311.55,-12209.2
Rua RI 11,Residencial Itaipu,-16.7892204,-49.3710474,17334.08,-12354.04,-12149.1
Rua RI 12,Residencial Itaipu,-16.7886803,-49.3714417,17322.06,-12396.02,-12089.08
Rua RI 13,Residencial Itaipu,-16.677253,-49.2764311,2301.67,-2281.49,294.17
Rua RI 14,Residencial Itaipu,-16.6770727,-49.2768727,2350.93,-2328.5,314.21
Rua RI 15,Residencial Itaipu,-16.6772553,-49.2764676,2305.5,-2285.37,293.91
Rua RI 16,Residencial Itaipu,-16.677095,-49.276885,2351.9,-2329.81,311.73
Rua RI 17,Residencial Itaipu,-16.7856006,-49.372904,17198.11,-12551.69,-11746.82
Rua RI 2,Residencial Itaipu,-16.7904588,-49.3636719,16883.2,-11568.87,-12286.73
Rua RI 20,Residencial Itaipu,-16.7862283,-49.374735,17388.33,-12746.61,-11816.58
Rua RI 20,Residencial Real Conquista,-16.7862283,-49.374735,17388.33,-12746.61,-11816.58
Rua RI 22,Residencial Itaipu,-16.7862518,-49.3642897,16591.85,-11634.64,-11819.19
Rua RI 27,Residencial Itaipu,-16.791264,-49.3661418,17129.14,-11831.8,-12376.21
Rua RI 28,Fazenda Dourados,-16.7909409,-49.3667637,17149.08,-11898.01,-12340.3
Rua RI 28,Residencial Itaipu,-16.7909409,-49.3667637,17149.08,-11898.01,-12340.3
Rua RI 29,Residencial Itaipu,-16.7946079,-49.3716635,17804.91,-12419.63,-12747.83
Rua RI 3,Residencial Itaipu,-16.7888747,-49.3620508,16636.65,-11396.29,-12110.68
Rua RI 32,Residencial Itaipu,-16.6772506,-49.2770217,2364.11,-2344.36,294.44
Rua RI 33,Residencial Itaipu,-16.7958056,-49.3722542,17944.24,-12482.51,-12880.93
Rua RI 38,Residencial Privê Ilhas do Caribe,-16.7952395,-49.3762413,18197.79,-12906.97,-12818.02
Rua RI 5,Residencial Itaipu,-16.7879289,-49.3630426,16633.11,-11501.87,-12005.57
Rua RI 6,Residencial Itaipu,-16.6770014,-49.2768336,2347.88,-2324.34,322.13
Rua RI 7,Residencial Itaipu,-16.677231,-49.27641999999999,2300.81,-2280.31,296.61
Rua RI 8,Residencial Itaipu,-16.7941921,-49.3734439,17904.86,-12609.16,-12701.62
Rua RI 9,Residencial Itaipu,-16.7900906,-49.3685802,17216.48,-12091.39,-12245.81
Rua RIT 1,Residencial Itamaracá,-16.6462703,-49.30195,6244.78,-4998.15,3737.37
Rua RIT 2,Residencial Itamaracá,-16.6445197,-49.3004327,6237.03,-4836.62,3931.92
Rua RIT 3,Residencial Itamaracá,-16.6446233,-49.299751,6173.52,-4764.05,3920.4
Rua RIT 4,Residencial Itamaracá,-16.645783,-49.3010185,6198.61,-4898.98,3791.52
Rua RIT 8,Residencial Itamaracá,-16.6484074,-49.3014898,6065.33,-4949.16,3499.87
Rua RIT 9,Residencial Itamaracá,-16.6488667,-49.3016963,6054.05,-4971.14,3448.82
Rua RIT3,Fazenda João Vaz,-16.6446233,-49.299751,6173.52,-4764.05,3920.4
Rua RIT3,Residencial Itamaracá,-16.6446233,-49.299751,6173.52,-4764.05,3920.4
Rua RM 1,Residencial Mirante,-16.6985307,-49.28854279999999,4129.86,-3570.86,-2070.48
Rua RM 13,Residencial Guarema,-16.6362001,-49.2874628,5964.15,-3455.89,4856.5
Rua RM 14,Residencial Guarema,-16.6361217,-49.2847991,5811.53,-3172.32,4865.21
Rua RM 15,Residencial Guarema,-16.6361595,-49.2883204,6021.23,-3547.18,4861.01
Rua RM 16,Residencial Guarema,-16.6350448,-49.2855438,5955.17,-3251.6,4984.89
Rua RM 2,Residencial Guarema,-16.6272063,-49.3298134,9891.96,-7964.4,5856.01
Rua RM 2,Residencial Mirante,-16.6985307,-49.28854279999999,4129.86,-3570.86,-2070.48
Rua RM 3,Residencial Guarema,-16.6380134,-49.2852541,5663.93,-3220.76,4654.98
Rua RM 3,Residencial Mirante,-16.6985307,-49.28854279999999,4129.86,-3570.86,-2070.48
Rua RM 4,Residencial Guarema,-16.639683,-49.286289,5577.45,-3330.93,4469.43
Rua RM 4,Residencial Mirante,-16.6985307,-49.28854279999999,4129.86,-3570.86,-2070.48
Rua RM 7,Residencial Guarema,-16.6380324,-49.2862217,5721.49,-3323.76,4652.87
Rua RM 9,Residencial Guarema,-16.637788,-49.28718,5803.34,-3425.78,4680.03
Rua RMP 1,Residencial Monte Pascoal,-16.6873084,-49.3992016,15381.58,-15351.25,-823.32
Rua RMP 10,Residencial Monte Pascoal,-16.6881452,-49.4000855,15480.8,-15445.34,-916.31
Rua RMP 11,Residencial Monte Pascoal,-16.6893528,-49.4034788,15849.9,-15806.58,-1050.52
Rua RMP 13,Residencial Monte Pascoal,-16.6918129,-49.4038199,15906.49,-15842.9,-1323.92
Rua RMP 14,Residencial Monte Pascoal,-16.6902906,-49.4027934,15784.31,-15733.62,-1154.74
Rua RMP 20,Residencial Monte Pascoal,-16.691627,-49.4006371,15566.95,-15504.07,-1303.26
Rua RMP 22,Residencial Monte Pascoal,-16.6942073,-49.4020316,15741.26,-15652.52,-1590.01
Rua RMP 26,Residencial Monte Pascoal,-16.6938767,-49.4021156,15746.5,-15661.46,-1553.27
Rua RMP 3,Residencial Monte Pascoal,-16.6871,-49.3999458,15459.53,-15430.47,-800.16
Rua RMP 4,Residencial Monte Pascoal,-16.6866214,-49.4018051,15654.7,-15628.41,-746.97
Rua RMP 7,Residencial Monte Pascoal,-16.6897294,-49.4005164,15537.95,-15491.22,-1092.37
Rua RN 14,Setor Sevene,-16.6356562,-49.2891842,6120.83,-3639.14,4916.94
Rua RN 2,Setor Sevene,-16.6407417,-49.2902439,5749.33,-3751.95,4351.78
Rua RP 1,Residencial Recreio Panorama,-16.626649,-49.3056215,8008.93,-5389.0,5917.94
Rua RP 2,Residencial Recreio Panorama,-16.6285731,-49.3052659,7826.08,-5351.15,5704.11
Rua RP 3,Residencial Recreio Panorama,-16.6273285,-49.3057358,7961.49,-5401.17,5842.43
Rua RP 4,Residencial Recreio Panorama,-16.5844394,-49.2618279,10639.63,-726.88,10608.82
Rua RP 5,Residencial Recreio Panorama,-16.6285966,-49.3056195,7850.01,-5388.79,5701.5
Rua RP 6,Residencial Recreio Panorama,-16.6266433,-49.303382,7850.75,-5150.59,5918.57
Rua RP 7,Residencial Recreio Panorama,-16.6280369,-49.303249,7725.08,-5136.44,5763.7
Rua RP 8,Residencial Recreio Panorama,-16.6285762,-49.302776,7646.78,-5086.08,5703.77
Rua RP 9,Residencial Recreio Panorama,-16.6284764,-49.3023725,7626.56,-5043.13,5714.86
Rua RP1,Residencial Paraíso,-16.7187774,-49.096928,17381.68,16827.85,-4320.56
Rua RP3,Residencial Paraíso,-16.7198215,-49.0960211,17504.28,16924.39,-4436.59
Rua RPS 10,Residencial Porto Seguro,-16.715212,-49.3336939,9255.56,-8377.5,-3924.33
Rua RPS 2,Residencial Porto Seguro,-16.7114803,-49.3358722,9301.79,-8609.4,-3509.61
Rua RPS 3,Residencial Porto Seguro,-16.7105455,-49.3358711,9262.96,-8609.28,-3405.72
Rua RPS 4,Residencial Porto Seguro,-16.711266,-49.3346591,9173.19,-8480.26,-3485.8
Rua RPS 5,Residencial Porto Seguro,-16.711896,-49.3353772,9270.62,-8556.7,-3555.81
Rua RPS 6,Residencial Porto Seguro,-16.7125594,-49.3351611,9277.98,-8533.7,-3629.54
Rua RPS 7,Residencial Porto Seguro,-16.713386,-49.3353687,9334.6,-8555.8,-3721.4
Rua RPS 9,Residencial Porto Seguro,-16.7140697,-49.3340618,9238.12,-8416.67,-3797.38
Rua RS 1,Residencial Sevilha,-16.7433773,-49.3428901,11723.18,-9356.5,-7054.42
Rua RS 2,Residencial Sevilha,-16.7433891,-49.342275,11671.74,-9291.02,-7055.73
Rua RSL 1,Residencial São Leopoldo,-16.6519172,-49.1768224,8890.1,8322.54,3109.81
Rua RSL 10,Residencial São Leopoldo,-16.6516501,-49.1774285,8840.16,8258.02,3139.49
Rua RSL 12,Residencial São Leopoldo Complemento,-16.6507934,-49.1761605,9000.38,8393.0,3234.7
Rua RSL 14,Residencial Costa Paranhos,-16.64754,-49.1751134,9239.4,8504.47,3596.26
Rua RSL 2,Residencial São Leopoldo,,,,,
Rua RSL 3,Residencial Costa Paranhos,-16.6517386,-49.1734644,9232.75,8680.02,3129.66
Rua RSL 5,Residencial São Leopoldo Complemento,-16.6489981,-49.1752662,9162.35,8488.21,3434.22
Rua RSL 9,Residencial São Leopoldo,-16.652643,-49.1780814,8736.25,8188.51,3029.15
Rua RSL6,Residencial São Leopoldo,-16.6526633,-49.1775515,8788.43,8244.92,3026.89
Rua RSL6,Residencial São Leopoldo Complemento,-16.6526325,-49.1756599,8979.02,8446.3,3030.32
Rua RT 1,Residencial Talismã,-16.6807136,-49.3710054,12356.76,-12349.57,-90.42
Rua RT 1,Residencial Tuzimoto,-16.6807136,-49.3710054,12356.76,-12349.57,-90.42
Rua RT 12,Residencial Tuzimoto,-16.7434195,-49.3533131,12629.79,-10466.1,-7059.11
Rua RT 13,Residencial Talismã I,-16.7445968,-49.3540083,12764.53,-10540.11,-7189.95
Rua RT 14,Residencial Tuzimoto,-16.7452129,-49.3537053,12776.69,-10507.85,-7258.42
Rua RT 2,Residencial Talismã,-16.7398292,-49.3512738,12228.36,-10249.0,-6660.11
Rua RT 3,Residencial Talismã,-16.7401235,-49.3525799,12362.91,-10388.05,-6692.82
Rua RT 3,Residencial Tuzimoto,-16.679662,-49.3699321,12242.17,-12235.31,26.45
Rua RT 4,Residencial Tuzimoto,-16.6787396,-49.3700236,12252.59,-12245.05,128.96
Rua RT 4A,Residencial Tuzimoto,-16.6790115,-49.3702044,12271.56,-12264.3,98.74
Rua RT 5,Residencial Talismã,-16.7414016,-49.3542851,12592.54,-10569.58,-6834.85
Rua RT 6,Residencial Talismã,-16.7421728,-49.3537229,12589.25,-10509.73,-6920.56
Rua RT 9,Residencial Tuzimoto,-16.6776776,-49.3691507,12161.48,-12152.12,246.98
Rua RV 10,Residencial Rio Verde,-16.7180527,-49.3605335,12013.88,-11234.76,-4240.02
Rua RV 2,Residencial Rio Verde,-16.7361408,-49.366561,13426.62,-11876.43,-6250.21
Rua RV 8,Residencial Rio Verde,-16.7360241,-49.369251,13674.86,-12162.8,-6237.24
Rua Rafaello,Setor Gentil Meireles,-16.6518368,-49.2874225,4654.67,-3451.6,3118.75
Rua Raiar do Sol,Recreio Panorama,-16.6288471,-49.3082454,8025.01,-5668.34,5673.66
Rua Raul Manoel Pereira,Residencial Forteville,-16.7428159,-49.3723656,14323.93,-12494.37,-6992.03
Rua Realino Afonso Borges,Vila Santa Rita - 5ª Etapa,-16.7302027,-49.337668,10430.83,-8800.57,-5590.29
Rua Reblochon,Jardins França,-16.7344374,-49.1828983,9784.74,7675.72,-6060.9
Rua Recanto dos Buritis,Residencial Recanto dos Buritis,-16.7132489,-49.1832871,8490.51,7634.33,-3706.16
Rua Recife,Alto da Glória,-16.7196154,-49.2356408,4873.77,2060.92,-4413.69
Rua Recife,Parque Amazônia,-16.7324572,-49.2823801,6531.2,-2914.8,-5840.84
Rua Recife,Setor Urias Magalhães,-16.640751,-49.2747255,4833.79,-2099.91,4350.74
Rua Recife,Vila Alto da Glória,-16.7207806,-49.2341003,5061.45,2224.92,-4543.18
Rua Regina,Chácaras de Recreio Samambaia,-16.5813895,-49.2880521,11506.0,-3518.62,10947.76
Rua Reis de Lima,Condomínio Rio Branco,-16.7170659,-49.3750471,13437.02,-12779.83,-4130.36
Rua Reno,Residencial Villagio Toscana,-16.6015455,-49.2450932,8776.32,1054.65,8707.77
Rua Riachuelo,Ipiranga,-16.6668995,-49.3189824,6967.02,-6811.36,1444.78
Rua Riachuelo,Parque Anhanguera,-16.72532,-49.3034578,7220.97,-5158.66,-5047.66
Rua Rio Araguaia,Jardim Novo Petrópolis,-16.6551312,-49.3447767,9951.98,-9557.34,2752.63
Rua Rio Branco,Jardim das Esmeraldas,-16.7226122,-49.2584867,4763.88,-371.18,-4746.73
Rua Rio Branco,Residencial Petrópolis,-16.654021,-49.3133256,6847.08,-6209.16,2876.01
Rua Rio Branco,Vila João Vaz,-16.654021,-49.3133256,6847.08,-6209.16,2876.01
Rua Rio Claro,Alphaville Flamboyant Residencial Araguaia,-16.6988456,-49.2162632,4632.6,4123.8,-2105.48
Rua Rio Claro,Residencial Fonte das Águas,-16.6004155,-49.3825636,16211.55,-13580.02,8833.35
Rua Rio Claro,Residencial Paulo Estrela,-16.6988456,-49.2162632,4632.6,4123.8,-2105.48
Rua Rio Cristalino,Residencial Rio Jordão,-16.6418706,-49.1815754,8891.6,7816.55,4226.32
Rua Rio Formoso,Jardim Novo Petrópolis,-16.6558008,-49.3456278,10018.95,-9647.95,2678.22
Rua Rio Novo,Alphaville Flamboyant Residencial Araguaia,-16.6968648,-49.2101068,5140.29,4779.19,-1885.35
Rua Rio Preto,Jardim Balneário Meia Ponte,-16.6198924,-49.3013718,8302.27,-4936.6,6668.82
Rua Rio Preto,Residencial Fonte das Águas,-16.5993154,-49.3800934,16059.53,-13317.05,8955.6
Rua Rio Quente,Residencial Fonte das Águas,-16.6030889,-49.380663,15880.26,-13377.69,8536.24
Rua Rio São Francisco,Residencial Fonte das Águas,-16.6013998,-49.3804804,15965.82,-13358.25,8723.96
Rua Rio Verde,Vila Abajá,-16.6645981,-49.2893051,4030.91,-3652.01,1700.55
Rua Rio da Prata,Residencial Rio Jordão,-16.6386311,-49.1812926,9094.5,7846.66,4586.33
Rua Rio das Garças,Conjunto Residencial Aruanã I,-16.6912574,-49.2038304,5594.63,5447.35,-1262.18
Rua Rio das Garças,Jardim Novo Petrópolis,-16.6582343,-49.3457723,9964.87,-9663.33,2407.77
Rua Ripoli,Setor Três Marias,-16.7411777,-49.3381882,11176.66,-8855.95,-6809.97
Rua Rita Caetano,Residencial Forteville,-16.7463873,-49.3716744,14458.61,-12420.79,-7388.93
Rua Robert Andre Shaffer,Residencial Santa Efigênia,-16.6933626,-49.4120923,16799.12,-16723.55,-1496.14
Rua Roberto,Setor Negrão de Lima,-16.6553932,-49.2433742,2993.24,1237.65,2723.51
Rua Rocas,Setor Três Marias,-16.7362966,-49.2874101,7158.2,-3450.28,-6267.52
Rua Rondônia,Setor Urias Magalhães,-16.6413842,-49.2775163,4908.7,-2397.01,4280.37
Rua Roquefort,Jardins França,-16.7344374,-49.1828983,9784.74,7675.72,-6060.9
Rua Roraima,Setor Urias Magalhães,-16.6361487,-49.2699458,5118.83,-1591.08,4862.21
Rua Rosemira Figueiredo,Jardim Balneário Meia Ponte,-16.6197176,-49.2910327,7714.79,-3835.93,6688.25
Rua Rosenval Alves dos Santos,Residencial Monte Carlo,-16.7269738,-49.3346298,9966.09,-8477.14,-5231.45
Rua Rovigo,Jardim Europa,-16.704975,-49.3094492,6434.79,-5796.49,-2786.66
Rua Rovigo,Vila Alvorada,-16.704975,-49.3094492,6434.79,-5796.49,-2786.66
Rua Ruy Brasil Cavalcante,Setor Oeste,-16.6893321,-49.2746826,2344.17,-2095.35,-1048.22
Rua Ruy dos Reis,Residencial Flamingo,-16.7364083,-49.3296337,10132.16,-7945.27,-6279.93
Rua S,Setor Bela Vista,-16.6698606,-49.2327449,2620.29,2369.21,1115.71
Rua S,Setor Centro Oeste,-16.6562564,-49.2780536,3597.57,-2454.21,2627.58
Rua S,Vila Santa Isabel,-16.6698606,-49.2327449,2620.29,2369.21,1115.71
Rua S 1,Setor Bela Vista,-16.6697473,-49.2329061,2610.19,2352.05,1128.3
Rua S 1,Setor Bueno,-16.7119231,-49.2638831,3684.36,-945.67,-3558.82
Rua S 2,Setor Bela Vista,-16.7166355,-49.2627384,4167.12,-823.81,-4082.52
Rua S 3,Setor Bela Vista,-16.7171549,-49.2619119,4207.46,-735.82,-4140.25
Rua S 4,Setor Bela Vista,-16.7167982,-49.2611217,4154.37,-651.7,-4100.61
Rua S 5,Setor Bela Vista,-16.6695654,-49.2328058,2628.6,2362.72,1148.51
Rua S 6,Setor Bela Vista,-16.7146646,-49.2595963,3896.52,-489.31,-3863.49
Rua S 7,Setor Bela Vista,-16.6696047,-49.2328077,2626.51,2362.52,1144.15
Rua SB 1,Loteamento Portal do Sol I,-16.7149998,-49.1897972,7966.12,6941.28,-3900.74
Rua SB 1,Residencial Solar Bougainville,-16.7312377,-49.3642853,12963.62,-11634.17,-5705.31
Rua SB 10,Loteamento Portal do Sol I,-16.7153356,-49.1887213,8084.34,7055.82,-3938.06
Rua SB 10,Residencial Solar Bougainville,-16.7314433,-49.3602147,12586.22,-11200.82,-5728.16
Rua SB 11,Loteamento Portal do Sol I,-16.7147461,-49.1890463,8022.28,7021.22,-3872.55
Rua SB 11,Residencial Solar Bougainville,-16.7321329,-49.3579593,12408.54,-10960.72,-5804.8
Rua SB 12,Loteamento Portal do Sol I,-16.7147036,-49.1865383,8254.96,7288.22,-3867.83
Rua SB 13,Loteamento Portal do Sol I,-16.7144804,-49.1874206,8160.36,7194.29,-3843.02
Rua SB 15,Loteamento Portal do Sol I,-16.7138892,-49.1896164,7923.29,6960.53,-3777.32
Rua SB 16,Residencial Solar Bougainville,-16.7325472,-49.3604857,12668.15,-11229.67,-5850.84
