rua,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Rua RH 11,-16.624654,-49.276959,6573.42,-2337.69,6139.65
Rua RH 12,-16.6239537,-49.2770225,6648.63,-2344.45,6217.48
Rua RH 3,-16.6238477,-49.2756962,6611.21,-2203.25,6229.26
Rua RH 4,-16.6242009,-49.2746706,6538.36,-2094.07,6190.01
Rua RH 6,-16.6467949,-49.2929182,5465.0,-4036.65,3679.07
Rua RH 7,-16.6276164,-49.2729002,6118.42,-1905.6,5810.43
Rua RH 8,-16.6263335,-49.2752435,6334.71,-2155.06,5953.0
Rua RH 9,-16.6260696,-49.2768192,6421.15,-2322.8,5982.33
Rua RI 1,-16.7913726,-49.3646842,17031.05,-11676.63,-12388.28
Rua RI 10,-16.7152746,-49.3610954,11964.88,-11294.58,-3931.28
Rua RI 11,-16.6770742,-49.2768024,2343.49,-2321.01,314.04
Rua RI 12,-16.7886803,-49.3714417,17322.06,-12396.02,-12089.08
Rua RI 13,-16.677253,-49.2764311,2301.67,-2281.49,294.17
Rua RI 14,-16.6770727,-49.2768727,2350.93,-2328.5,314.21
Rua RI 15,-16.6772553,-49.2764676,2305.5,-2285.37,293.91
Rua RI 16,-16.677095,-49.276885,2351.9,-2329.81,311.73
Rua RI 17,-16.7856006,-49.372904,17198.11,-12551.69,-11746.82
Rua RI 2,-16.7904588,-49.3636719,16883.2,-11568.87,-12286.73
Rua RI 20,-16.715231,-49.3609492,11948.59,-11279.02,-3926.44
Rua RI 22,-16.7862518,-49.3642897,16591.85,-11634.64,-11819.19
Rua RI 27,-16.791264,-49.3661418,17129.14,-11831.8,-12376.21
Rua RI 28,-16.7909409,-49.3667637,17149.08,-11898.01,-12340.3
Rua RI 29,-16.7946079,-49.3716635,17804.91,-12419.63,-12747.83
Rua RI 3,-16.7888747,-49.3620508,16636.65,-11396.29,-12110.68
Rua RI 32,-16.6772506,-49.2770217,2364.11,-2344.36,294.44
Rua RI 33,-16.79518,-49.3713405,17826.6,-12385.24,-12811.41
Rua RI 38,-16.7952395,-49.3762413,18197.79,-12906.97,-12818.02
Rua RI 5,-16.6772308,-49.2764203,2300.85,-2280.34,296.64
Rua RI 6,-16.7880639,-49.3644319,16746.55,-11649.77,-12020.57
Rua RI 7,-16.794069,-49.3720539,17791.14,-12461.19,-12687.94
Rua RI 8,-16.7941921,-49.3734439,17904.86,-12609.16,-12701.62
Rua RI 9,-16.7900906,-49.3685802,17216.48,-12091.39,-12245.81
Rua RIT 1,-16.6465117,-49.3020531,6237.56,-5009.12,3710.54
Rua RIT 2,-16.6445197,-49.3004327,6237.03,-4836.62,3931.92
Rua RIT 3,-16.6446233,-49.299751,6173.52,-4764.05,3920.4
Rua RIT 4,-16.645783,-49.3010185,6198.61,-4898.98,3791.52
Rua RIT 8,-16.6484074,-49.3014898,6065.33,-4949.16,3499.87
Rua RIT 9,-16.6488667,-49.3016963,6054.05,-4971.14,3448.82
Rua RIT3,-16.6446233,-49.299751,6173.52,-4764.05,3920.4
Rua RM 1,,,,,
Rua RM 13,-16.6362001,-49.2874628,5964.15,-3455.89,4856.5
Rua RM 14,-16.6356627,-49.285887,5917.99,-3288.13,4916.22
Rua RM 15,-16.6368807,-49.2887154,5981.81,-3589.23,4780.86
Rua RM 16,-16.6350448,-49.2855438,5955.17,-3251.6,4984.89
Rua RM 2,-16.6191634,-49.3055111,8635.24,-5377.25,6749.84
Rua RM 3,,,,,
Rua RM 4,-16.6200775,-49.3054407,8551.26,-5369.76,6648.25
Rua RM 7,-16.6380324,-49.2862217,5721.49,-3323.76,4652.87
Rua RM 9,-16.637788,-49.28718,5803.34,-3425.78,4680.03
Rua RMP 1,-16.6873084,-49.3992016,15381.58,-15351.25,-823.32
Rua RMP 10,-16.6881452,-49.4000855,15480.8,-15445.34,-916.31
Rua RMP 11,-16.6893528,-49.4034788,15849.9,-15806.58,-1050.52
Rua RMP 13,-16.6918129,-49.4038199,15906.49,-15842.9,-1323.92
Rua RMP 14,-16.6902906,-49.4027934,15784.31,-15733.62,-1154.74
Rua RMP 20,-16.691627,-49.4006371,15566.95,-15504.07,-1303.26
Rua RMP 22,-16.6940389,-49.4013691,15669.18,-15581.99,-1571.3
Rua RMP 26,-16.6938767,-49.4021156,15746.5,-15661.46,-1553.27
Rua RMP 3,-16.6871,-49.3999458,15459.53,-15430.47,-800.16
Rua RMP 4,-16.6866214,-49.4018051,15654.7,-15628.41,-746.97
Rua RMP 7,-16.6897294,-49.4005164,15537.95,-15491.22,-1092.37
Rua RN 14,-16.6535199,-49.2831231,4192.74,-2993.9,2931.7
Rua RN 2,-16.6407417,-49.2902439,5749.33,-3751.95,4351.78
Rua RP 1,-16.6543752,-49.27978239999999,3876.16,-2638.26,2836.65
Rua RP 2,-16.6539315,-49.2795705,3897.24,-2615.7,2885.96
Rua RP 3,-16.6965032,-49.3133886,6487.31,-6215.87,-1845.16
Rua RP 4,-16.5844394,-49.2618279,10639.63,-726.88,10608.82
Rua RP 5,-16.6285966,-49.3056195,7850.01,-5388.79,5701.5
Rua RP 6,-16.6965258,-49.3123337,6380.4,-6103.56,-1847.67
Rua RP 7,-16.6545488,-49.2801024,3885.43,-2672.32,2817.35
Rua RP 8,-16.6439626,-49.2890132,5394.14,-3620.94,3993.83
Rua RP 9,-16.5848989,-49.259916,10576.62,-523.34,10557.75
Rua RP1,-16.5862949,-49.2604992,10424.89,-585.43,10402.61
Rua RP3,-16.5835307,-49.262712,10747.23,-821.0,10709.8
Rua RPS 10,-16.715212,-49.3336939,9255.56,-8377.5,-3924.33
Rua RPS 2,-16.7114803,-49.3358722,9301.79,-8609.4,-3509.61
Rua RPS 3,-16.7105455,-49.3358711,9262.96,-8609.28,-3405.72
Rua RPS 4,-16.711266,-49.3346591,9173.19,-8480.26,-3485.8
Rua RPS 5,-16.711896,-49.3353772,9270.62,-8556.7,-3555.81
Rua RPS 6,-16.7125594,-49.3351611,9277.98,-8533.7,-3629.54
Rua RPS 7,-16.713386,-49.3353687,9334.6,-8555.8,-3721.4
Rua RPS 9,-16.7140697,-49.3340618,9238.12,-8416.67,-3797.38
Rua RS 1,-16.7433773,-49.3428901,11723.18,-9356.5,-7054.42
Rua RS 2,-16.7434009,-49.3416414,11618.87,-9223.57,-7057.04
Rua RSL 1,-16.6521091,-49.1768289,8882.0,8321.85,3088.48
Rua RSL 10,-16.6517848,-49.1774383,8833.87,8256.97,3124.53
Rua RSL 12,-16.6501882,-49.1761265,9028.18,8396.62,3301.96
Rua RSL 14,-16.64754,-49.1751134,9239.4,8504.47,3596.26
Rua RSL 2,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua RSL 3,-16.6517386,-49.1734644,9232.75,8680.02,3129.66
Rua RSL 5,-16.6489585,-49.1763802,9054.13,8369.62,3438.62
Rua RSL 9,-16.652643,-49.1780814,8736.25,8188.51,3029.15
Rua RSL6,-16.6526633,-49.1775515,8788.43,8244.92,3026.89
Rua RT 1,-16.6807136,-49.3710054,12356.76,-12349.57,-90.42
Rua RT 12,-16.7434195,-49.3533131,12629.79,-10466.1,-7059.11
Rua RT 13,-16.6763713,-49.3644288,11662.65,-11649.44,392.15
Rua RT 14,-16.7452129,-49.3537053,12776.69,-10507.85,-7258.42
Rua RT 2,-16.7400424,-49.3509536,12212.74,-10214.92,-6683.8
Rua RT 3,-16.679662,-49.3699321,12242.17,-12235.31,26.45
Rua RT 4,-16.6787396,-49.3700236,12252.59,-12245.05,128.96
Rua RT 4A,-16.6790115,-49.3702044,12271.56,-12264.3,98.74
Rua RT 5,-16.657689,-49.2791231,3564.09,-2568.07,2468.37
Rua RT 6,-16.6569751,-49.27903939999999,3613.23,-2559.16,2547.71
Rua RT 9,-16.6776776,-49.3691507,12161.48,-12152.12,246.98
Rua RV 10,-16.7180527,-49.3605335,12013.88,-11234.76,-4240.02
Rua RV 2,-16.7361408,-49.366561,13426.62,-11876.43,-6250.21
Rua RV 8,-16.7180447,-49.3605216,12012.38,-11233.5,-4239.13
Rua Rafaello,-16.6518368,-49.2874225,4654.67,-3451.6,3118.75
Rua Raiar do Sol,-16.6288471,-49.3082454,8025.01,-5668.34,5673.66
Rua Raul Manoel Pereira,-16.7428159,-49.3723656,14323.93,-12494.37,-6992.03
Rua Realino Afonso Borges,-16.7302027,-49.337668,10430.83,-8800.57,-5590.29
Rua Reblochon,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua Recanto dos Buritis,-16.7132489,-49.1832871,8490.51,7634.33,-3706.16
Rua Recife,-16.7196154,-49.2356408,4873.77,2060.92,-4413.69
Rua Regina,-16.5813895,-49.2880521,11506.0,-3518.62,10947.76
Rua Reis de Lima,-16.7170659,-49.3750471,13437.02,-12779.83,-4130.36
Rua Reno,-16.6723173,-49.2195129,3872.92,3777.84,842.69
Rua Riachuelo,-16.6676023,-49.3192137,6975.37,-6835.99,1366.68
Rua Rio Araguaia,-16.6004155,-49.3825636,16211.55,-13580.02,8833.35
Rua Rio Branco,-16.654021,-49.3133256,6847.08,-6209.16,2876.01
Rua Rio Claro,-16.6988456,-49.2162632,4632.6,4123.8,-2105.48
Rua Rio Cristalino,-16.6418706,-49.1815754,8891.6,7816.55,4226.32
Rua Rio Formoso,-16.6558008,-49.3456278,10018.95,-9647.95,2678.22
Rua Rio Novo,-16.6968648,-49.2101068,5140.29,4779.19,-1885.35
Rua Rio Preto,-16.6198924,-49.3013718,8302.27,-4936.6,6668.82
Rua Rio Quente,-16.7143695,-49.2007377,6934.76,5776.59,-3830.7
Rua Rio São Francisco,-16.6013998,-49.3804804,15965.82,-13358.25,8723.96
Rua Rio Verde,-16.6676552,-49.2904252,4011.61,-3771.25,1360.8
Rua Rio da Prata,-16.6386311,-49.1812926,9094.5,7846.66,4586.33
Rua Rio das Garças,-16.6582343,-49.3457723,9964.87,-9663.33,2407.77
Rua Ripoli,-16.7411777,-49.3381882,11176.66,-8855.95,-6809.97
Rua Rita Caetano,-16.7463873,-49.3716744,14458.61,-12420.79,-7388.93
Rua Robert Andre Shaffer,-16.6961896,-49.4098071,16587.95,-16480.27,-1810.31
Rua Roberto,-16.6553932,-49.2433742,2993.24,1237.65,2723.51
Rua Rocas,-16.7362966,-49.2874101,7158.2,-3450.28,-6267.52
Rua Rondônia,-16.6410534,-49.2774689,4938.37,-2391.97,4317.14
Rua Roquefort,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua Roraima,-16.6361487,-49.2699458,5118.83,-1591.08,4862.21
Rua Rosemira Figueiredo,-16.6205543,-49.2910826,7636.9,-3841.24,6595.26
Rua Rosenval Alves dos Santos,-16.7269738,-49.3346298,9966.09,-8477.14,-5231.45
Rua Rovigo,-16.704975,-49.3094492,6434.79,-5796.49,-2786.66
Rua Ruy Brasil Cavalcante,-16.6897134,-49.2743903,2335.87,-2064.23,-1090.59
Rua Ruy dos Reis,-16.7364083,-49.3296337,10132.16,-7945.27,-6279.93
Rua S,-16.6492121,-49.2948329,5445.06,-4240.48,3410.44
Rua S 1,-16.7157328,-49.2636324,4089.13,-918.98,-3982.2
Rua S 2,-16.7166355,-49.2627384,4167.12,-823.81,-4082.52
Rua S 3,-16.6442052,-49.29593630000001,5896.61,-4357.95,3966.87
Rua S 4,-16.656865,-49.2744373,3293.58,-2069.23,2559.95
Rua S 5,-16.6695654,-49.2328058,2628.6,2362.72,1148.51
Rua S 6,-16.7146646,-49.2595963,3896.52,-489.31,-3863.49
Rua S 7,-16.656409,-49.2781662,3593.42,-2466.2,2610.62
Rua SB 1,-16.73267,-49.3648917,13092.19,-11698.72,-5864.49
Rua SB 10,-16.7153356,-49.1887213,8084.34,7055.82,-3938.06
Rua SB 11,-16.730788,-49.3577828,12322.58,-10941.93,-5655.33
Rua SB 12,-16.7318868,-49.3607225,12656.83,-11254.88,-5777.45
Rua SB 13,-16.7144804,-49.1874206,8160.36,7194.29,-3843.02
Rua SB 15,-16.7305806,-49.3566041,12200.54,-10816.45,-5632.28
Rua SB 16,-16.7325472,-49.3604857,12668.15,-11229.67,-5850.84
Rua SB 17,-16.7127231,-49.1910066,7731.44,6812.54,-3647.73
Rua SB 19,-16.7330931,-49.3606668,12713.37,-11248.95,-5911.51
Rua SB 2,-16.729831,-49.3614064,12619.49,-11327.69,-5548.98
Rua SB 20,-16.7124074,-49.1892816,7877.72,6996.17,-3612.64
Rua SB 22,-16.7123508,-49.1880449,7992.14,7127.83,-3606.35
Rua SB 23,-16.7130952,-49.1883887,7997.34,7091.23,-3689.08
Rua SB 24,-16.713711,-49.1858668,8267.45,7359.7,-3757.52
Rua SB 26,-16.7210551,-49.1853385,8717.09,7415.94,-4573.69
Rua SB 27,-16.7208888,-49.1832668,8896.15,7636.49,-4555.21
Rua SB 28,-16.71857,-49.1827759,8812.49,7688.75,-4297.51
Rua SB 3,-16.7310603,-49.3633865,12869.01,-11538.48,-5685.6
Rua SB 30,-16.7160533,-49.1801324,8929.91,7970.17,-4017.82
Rua SB 31,-16.7184147,-49.1828853,8793.91,7677.1,-4280.25
Rua SB 32,-16.7181901,-49.1843021,8650.11,7526.28,-4255.29
Rua SB 33,-16.717316,-49.1808667,8924.71,7892.0,-4158.15
Rua SB 34,-16.7169225,-49.1827046,8731.3,7696.34,-4114.42
Rua SB 35,-16.7159308,-49.1832565,8627.77,7637.59,-4004.21
Rua SB 36,-16.7169107,-49.1831173,8691.94,7652.41,-4113.11
Rua SB 37,-16.7154515,-49.181692,8751.49,7804.14,-3950.94
Rua SB 4,-16.7157474,-49.1869176,8274.57,7247.84,-3983.83
Rua SB 41,-16.715839,-49.1810096,8835.79,7876.78,-3994.01
Rua SB 42,-16.7173511,-49.1810408,8910.13,7873.46,-4162.05
Rua SB 43,-16.7177824,-49.1789494,9129.67,8096.11,-4209.98
Rua SB 44,-16.7183621,-49.1784895,9202.92,8145.07,-4274.41
Rua SB 45,-16.7191891,-49.1791404,9184.96,8075.77,-4366.31
Rua SB 48,-16.7233183,-49.183991,8972.39,7559.39,-4825.2
Rua SB 5,-16.7314534,-49.3622075,12776.05,-11412.97,-5729.28
Rua SB 50,-16.7221239,-49.1842768,8875.8,7528.97,-4692.47
Rua SB 52,-16.7201604,-49.1842579,8764.03,7530.98,-4474.26
Rua SB 6,-16.7169396,-49.1877091,8266.02,7163.58,-4116.32
Rua SB 7,-16.7312457,-49.3615731,12705.31,-11345.44,-5706.2
Rua SB 8,-16.7157642,-49.1863489,8328.59,7308.38,-3985.69
Rua SB 9,-16.7313887,-49.3593103,12497.76,-11104.54,-5722.09
Rua SC 1,-16.5998908,-49.3499448,13471.03,-10107.52,8891.66
Rua SC 10,-16.6279331,-49.338559,10612.68,-8895.43,5775.24
Rua SC 11,-16.630008,-49.3350999,10177.93,-8527.18,5544.65
Rua SC 12,-16.6282881,-49.3398426,10706.41,-9032.08,5735.78
Rua SC 14,-16.6294113,-49.3381943,10491.22,-8856.6,5610.96
Rua SC 15,-16.5964128,-49.3491031,13663.64,-10017.92,9278.18
Rua SC 16,,,,,
Rua SC 17,-16.5961203,-49.3496459,13728.19,-10075.7,9310.69
Rua SC 18,-16.6192578,-49.2413625,6897.84,1451.81,6739.35
Rua SC 20,-16.5967275,-49.3499363,13705.26,-10106.62,9243.21
Rua SC 21,-16.6319627,-49.3314112,9730.03,-8134.49,5327.41
Rua SC 24,-16.6267712,-49.3359795,10455.74,-8620.82,5904.36
Rua SC 26,-16.5950004,-49.3501849,13854.99,-10133.08,9435.14
Rua SC 28,-16.691694,-49.316137,6642.62,-6508.45,-1310.7
Rua SC 3,-16.7316858,-49.2209177,6806.9,3628.29,-5755.11
Rua SC 36,-16.6918515,-49.31610260000001,6642.51,-6504.79,-1328.21
Rua SC 38,-16.5958975,-49.346654,13512.91,-9757.2,9335.45
Rua SC 4,-16.5987302,-49.3512483,13660.56,-10246.29,9020.64
Rua SC 42,-16.5933248,-49.347263,13758.54,-9822.03,9621.36
Rua SC 43,-16.5932677,-49.3507388,14029.86,-10192.05,9627.7
Rua SC 44,-16.59317,-49.3466417,13723.42,-9755.89,9638.56
Rua SC 45,-16.5933878,-49.3489641,13883.74,-10003.12,9614.36
Rua SC 5,-16.6915981,-49.31581569999999,6606.97,-6474.25,-1300.04
Rua SC 7,-16.6275767,-49.3358393,10393.0,-8605.9,5814.84
Rua SC 9,-16.5952776,-49.3466118,13557.42,-9752.7,9404.34
Rua SH1,-16.581969,-49.2651119,10942.6,-1076.48,10883.36
Rua SH14,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua SHG01,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua SHG03,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua SM 1,-16.6463994,-49.3133694,7248.29,-6213.82,3723.02
Rua SM 10,-16.6390327,-49.3183487,8135.77,-6743.9,4541.7
Rua SM 12,-16.7033901,-49.3740301,12944.13,-12671.57,-2610.52
Rua SM 14,-16.7032523,-49.3754593,13090.21,-12823.72,-2595.21
Rua SM 15,-16.7035641,-49.3758269,13135.48,-12862.85,-2629.86
Rua SM 2,-16.6456775,-49.3135209,7303.65,-6229.95,3803.25
Rua SM 26,-16.7019522,-49.3710061,12596.78,-12349.64,-2450.73
Rua SM 3,-16.645156,-49.3139281,7370.95,-6273.3,3861.2
Rua SM 36,-16.6987342,-49.37489,12940.19,-12763.11,-2093.1
Rua SM 37,-16.6977803,-49.3744738,12879.68,-12718.8,-1987.09
Rua SM 40,-16.700504,-49.3760857,13098.81,-12890.4,-2289.78
Rua SM 7,-16.6419336,-49.3165099,7794.69,-6548.15,4219.32
Rua SMR 7,-16.7221947,-49.3640807,12533.39,-11612.39,-4700.33
Rua SN 1,-16.6403046,-49.314787,7742.62,-6364.74,4400.35
Rua SN 6,-16.6377845,-49.3170848,8103.87,-6609.35,4680.42
Rua SN 8,-16.6368054,-49.3191731,8348.45,-6831.67,4789.23
Rua SNF 4,-16.6555367,-49.2608872,2780.71,-626.73,2707.57
Rua SP 1,-16.6583373,-49.3395107,9316.09,-8996.74,2396.33
Rua SP 10,-16.6450235,-49.2944352,5717.25,-4198.15,3875.93
Rua SP 12,-16.6458534,-49.2960728,5785.82,-4372.48,3783.7
Rua SP 14,-16.6469935,-49.2963175,5723.68,-4398.53,3657.0
Rua SP 15,-16.6163399,-49.2162679,8183.92,4123.3,7063.62
Rua SP 19,-16.6516353,-49.2999923,5731.35,-4789.74,3141.14
Rua SP 5,-16.7077126,-49.3536012,10947.76,-10496.77,-3090.9
Rua SP 8,-16.6163039,-49.2169035,8153.46,4055.63,7067.62
Rua SR 1,-16.7359096,-49.3451296,11442.28,-9594.91,-6224.51
Rua SR 10,-16.731804,-49.36821699999999,13367.89,-12052.72,-5768.24
Rua SR 11,-16.646223,-49.18564199999999,8283.2,7383.63,3742.62
Rua SR 12,-16.7507046,-49.379757,15443.72,-13281.24,-7868.72
Rua SR 13,-16.6462292,-49.1856099,8285.93,7387.05,3741.94
Rua SR 14,-16.7245038,-49.3669648,12914.98,-11919.42,-4956.95
Rua SR 15,-16.6462294,-49.1856099,8285.92,7387.05,3741.91
Rua SR 17,-16.7315851,-49.3685217,13386.71,-12085.16,-5743.92
Rua SR 2,-16.7505642,-49.3796879,15429.44,-13273.88,-7853.12
Rua SR 24,-16.6431513,-49.1879663,8227.36,7136.2,4083.99
Rua SR 28,-16.6421518,-49.1847821,8577.29,7475.18,4195.07
Rua SR 30,-16.6433708,-49.184279,8558.89,7528.73,4059.6
Rua SR 33,-16.6463758,-49.1856691,8272.95,7380.75,3725.64
Rua SR 34,-16.6463264,-49.1859565,8248.11,7350.15,3731.13
Rua SR 38,-16.646071,-49.1811787,8717.23,7858.78,3759.52
Rua SR 5,-16.7507508,-49.3796982,15440.95,-13274.98,-7873.86
Rua SR 57,-16.6466204,-49.18573319999999,8254.62,7373.92,3698.46
Rua SR 6,-16.6461483,-49.1859183,8260.72,7354.22,3750.93
Rua SR 7,-16.6462178,-49.1856573,8282.0,7382.0,3743.2
Rua SR 71,-16.6467466,-49.1857667,8245.14,7370.36,3684.44
Rua SR36,-16.6454944,-49.1802301,8836.07,7959.77,3823.6
Rua SRM 1,-16.7188276,-49.3662916,12618.78,-11847.75,-4326.14
Rua SRM 10,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua SRM 13,-16.7241822,-49.3637858,12589.01,-11580.99,-4921.21
Rua SRM 16,-16.7214107,-49.3626838,12362.82,-11463.68,-4613.21
Rua SRM 17,-16.7212705,-49.3625582,12344.6,-11450.31,-4597.63
Rua SRM 19,-16.721847,-49.3616058,12274.73,-11348.92,-4661.69
Rua SRM 23,-16.7253012,-49.3590698,12179.36,-11078.94,-5045.57
Rua SRM 24,-16.7271941,-49.3624887,12597.99,-11442.91,-5255.93
Rua SRM 6,-16.7189483,-49.3654177,12536.03,-11754.72,-4339.55
Rua SRM 8,-16.7216157,-49.3687538,12972.93,-12109.87,-4635.99
Rua SRM 9,-16.7210516,-49.3637582,12454.33,-11578.05,-4573.3
Rua SV 26,-16.6281835,-49.3650149,13054.76,-11711.84,5747.41
Rua SV 27,-16.6333096,-49.3635718,12673.3,-11558.21,5177.73
Rua SV 28,-16.6879078,-49.11290469999999,15161.3,15127.02,-889.93
Rua SV 39,-16.6315922,-49.360507,12457.25,-11231.94,5368.59
Rua SV 51,-16.6298377,-49.3573275,12240.05,-10893.46,5563.57
Rua SV 53,-16.6284011,-49.3581702,12393.1,-10983.17,5723.22
Rua SV 6,-16.6879797,-49.1127391,15179.38,15144.65,-897.92
Rua Sabiá,-16.6439214,-49.2394317,4330.76,1657.35,3998.41
Rua Saint Hilaire,-16.73232,-49.19293,8813.33,6607.78,-5825.59
Rua Salgueiro,-16.7343856,-49.1972235,8635.29,6150.7,-6055.15
Rua Salinas 15,-16.7287474,-49.3964875,16017.81,-15062.31,-5428.56
Rua Salinas 16,-16.729311,-49.3966128,16051.69,-15075.65,-5491.19
Rua Salinas 7,-16.7328275,-49.401929,16718.28,-15641.6,-5881.99
Rua Salinas 8,-16.732251,-49.39972119999999,16475.67,-15406.56,-5817.92
Rua Salvador,-16.7326823,-49.2863129,6750.41,-3333.47,-5865.85
Rua Samambaiaçu,-16.7085695,-49.214096,5398.41,4354.51,-3186.13
Rua Samir Helou,-16.6148441,-49.3120202,9446.16,-6070.19,7229.85
Rua Samuel Morse,-16.7214261,-49.2655125,4751.29,-1119.13,-4614.92
Rua Sancerre,,,,,
Rua Santa Catarina,-16.6194941,-49.2106734,8210.69,4718.87,6713.09
Rua Santa Cruz de La Sierra,-16.6860727,-49.3724018,12523.81,-12498.22,-685.99
Rua Santa Efigênia,-16.7179027,-49.3055046,6840.36,-5376.56,-4223.35
Rua Santa Helena,-16.6864148,-49.3196586,6925.06,-6883.35,-724.01
Rua Santa Luzia,-16.6459416,-49.3244275,8303.99,-7391.03,3773.9
Rua Santa Maria,-16.715499,-49.306205,6738.81,-5451.12,-3956.22
Rua Santa Rita de Cássia,-16.696776,-49.2019782,5951.04,5644.53,-1875.48
Rua Santa Rosa,-16.6779924,-49.3160693,6508.36,-6501.24,212.0
Rua Santana,-16.6157367,-49.2511095,7146.66,414.17,7130.66
Rua Santarém,-16.7251511,-49.2708531,5307.42,-1687.67,-5028.89
Rua Santo Agostinho,-16.6627336,-49.3249917,7696.06,-7451.1,1907.75
Rua Santo Antônio,-16.6527348,-49.2707764,3456.66,-1679.51,3018.95
Rua Santos Dumont,-16.6183319,-49.2142693,8105.37,4336.06,6842.24
Rua Santos Rabelo,-16.7398361,-49.377933,14690.99,-13087.06,-6660.88
Rua Sarah Miguel Ajus,-16.64937,-49.2795318,4284.11,-2611.58,3392.89
Rua Sardenha,-16.8127295,-49.3121397,15974.02,-6082.91,-14761.73
Rua Sauternes,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua Sebastiana Fausta da Silva,-16.6562493,-49.3736474,12909.36,-12630.83,2628.37
Rua Senador Domingos Vellasco,-16.7052456,-49.2518724,2837.92,332.95,-2816.73
Rua Senador Miguel Rocha Lima,-16.6454541,-49.2593436,3858.06,-462.41,3828.07
Rua Senador Morais Filho,-16.6664707,-49.2950247,4517.38,-4260.9,1492.44
Rua Senhorinha de Albuquerque,-16.7041218,-49.3239772,7824.86,-7343.09,-2691.84
Rua Seridó,-16.6162806,-49.2219027,7904.19,3523.43,7070.21
Rua Serra Dourada,-16.6365549,-49.2351255,5264.27,2115.78,4817.07
Rua Serra da Canoa,-16.6888129,-49.2134689,4533.29,4421.27,-990.52
Rua Serra do Caiapó,-16.6888129,-49.2134689,4533.29,4421.27,-990.52
Rua Serra dos Javaés,-16.6892755,-49.2137331,4517.42,4393.14,-1041.93
Rua Serra dos Órgãos,-16.6635348,-49.3399537,9230.48,-9043.9,1818.71
Rua Serranópolis,-16.7034438,-49.2064989,5791.33,5163.27,-2616.49
Rua Sete de Setembro,-16.5958623,-49.3261501,12032.53,-7574.41,9339.36
Rua Sevilha,-16.7310287,-49.3064347,7894.9,-5475.58,-5682.08
Rua Sianinha Rodrigues,-16.7245419,-49.39624,15840.47,-15035.96,-4961.19
Rua Sibipiruna,-16.7081537,-49.2996124,5696.29,-4749.3,-3139.92
Rua Sienna,-16.6540167,-49.1830394,8187.99,7660.7,2876.49
Rua Silene Borges de Faria,-16.7305065,-49.3385941,10532.22,-8899.16,-5624.05
Rua Silvério Fernandes do Nascimento,-16.6567227,-49.3711348,12636.58,-12363.34,2575.76
Rua Similiana Barbosa,-16.590085,-49.2668368,10066.28,-1260.11,9981.41
Rua Siriema,-16.6406596,-49.236271,4797.84,1993.83,4360.9
Rua Soalgo,-16.6426329,-49.297531,6139.96,-4527.72,4141.6
Rua Sol Nascente,-16.6248749,-49.326038,9731.78,-7562.48,6115.1
Rua Solimões,-16.7240411,-49.2722082,5239.28,-1831.93,-4905.53
Rua Sorocaba,-16.7867512,-49.3151961,13500.17,-6408.29,-11874.69
Rua Stéfane Meireles Junqueira,-16.6592407,-49.3763567,13129.68,-12919.25,2295.93
Rua Sucupira,-16.7373204,-49.2036763,8404.96,5463.76,-6381.3
Rua Suécia,-16.7145728,-49.3089289,6917.76,-5741.1,-3853.29
Rua Suíça,-16.7138454,-49.3121258,7160.01,-6081.43,-3772.45
Rua Sygnus,-16.7145715,-49.2034199,6711.42,5491.05,-3853.15
Rua São Bartolomeu,-16.7144511,-49.3052125,6584.9,-5345.46,-3839.77
Rua São Borja,,,,,
Rua São Cristóvão,-16.6265178,-49.3017489,7748.33,-4976.74,5932.52
Rua São Domingos,-16.6621434,-49.3321995,8457.09,-8218.41,1973.34
Rua São Fernando,-16.6616148,-49.3313685,8385.11,-8129.95,2032.09
Rua São Gabriel,-16.825936,-49.3768754,20786.61,-12974.47,-16229.41
Rua São Geraldo,-16.6430295,-49.3257807,8582.56,-7535.09,4097.53
Rua São José,-16.6685737,-49.1883668,7208.6,7093.56,1258.73
Rua São João,-16.7190259,-49.2236963,5481.18,3332.49,-4348.18
Rua São Judas Tadeu,-16.7143329,-49.3041834,6488.44,-5235.91,-3826.63
Rua São Luis,-16.7240909,-49.3089784,7562.77,-5746.37,-4911.07
Rua São Luiz,-16.7240909,-49.3089784,7562.77,-5746.37,-4911.07
Rua São Miguel,-16.6577152,-49.3335822,8726.68,-8365.61,2465.46
Rua São Miguel Arcanjo,-16.6248577,-49.3021495,7917.65,-5019.39,6117.01
Rua São Paulo,-16.6199544,-49.2159252,7858.71,4159.78,6661.93
Rua São Sebastião,-16.6556641,-49.3338524,8821.32,-8394.38,2693.41
Rua Sírios,-16.6164991,-49.3214193,9988.44,-7070.79,7045.93
Rua Sírius,-16.709567,-49.2014907,6585.04,5696.43,-3296.98
Rua T,-16.6661776,-49.2327826,2815.85,2365.19,1525.01
